,,SURVIVED,
1483551836,OnsKiUpJcYyoiXkF,DECEASED,WanderingLake95
1483552184,CjOXJXGHfBgjqmJU,DECEASED,NAZISTASS
1483552552,vBvQzeWtqUdoHjAE,DECEASED,SlipperyGuinea66
1483552768,TEhsfJLNvJZLYtcX,DECEASED,Mr.Helicoptor
1483552947,wShSaqzAjzlJfcNA,DECEASED,Mr.Helicoptor
1483553167,fHGJyCOjltsDpjzd,DECEASED,FabulousEyeball6
1483553420,kIQHJAotwbsmeGAz,DECEASED,MrJohn
1483553548,XeQLBiSAROWhCelG,DECEASED,UnnaturalBlossom33
1483553690,voSDQBeBgoLRtyPB,DECEASED,AblazeSandwich28
1483554355,LgQXZDrTaCfJSeYc,SURVIVED,AblazeSandwich28
1483554535,OhtYsnKJkUADMDsE,DECEASED,IBO
1483554640,IUukxgjTRkxUYXFF,DECEASED,AblazeSandwich28
1483554847,ZghuFpRLkqTpfpFl,DECEASED,NappyFuton15
1483554977,eRWLkufAqSarKcLW,DECEASED,LOVER-----boy----yash
1483555125,FIXygMbZIfpTgqGN,DECEASED,NappyFuton15
1483556040,VPCtXCIOwhntZQMQ,SURVIVED,BlackFather
1483556255,RLCoqYzyNhUFqrAp,DECEASED,AmuckDrum12
1483556415,KcBrdZuweZecYvuA,DECEASED,SpuriousShofar14
1483557087,kGCKtHmPxFKcxztm,SURVIVED,CreepyChalk92
1483557493,DSslrVnPUtGMMNiz,DECEASED,AblazeSandwich28
1483558182,xwPcZVCzZtuVFYyn,DECEASED,LOVER-----boy----yash
1483558393,SfjTXFNqFnBCoZnf,DECEASED,WL/Fiery-Cookie98
1483558801,noYhgjbLafSsPNWH,DECEASED,AblazeSandwich28
1483559629,aeYQiJRcWTDJgkRw,DECEASED,Profo250
1483559829,cuUdWuHKyUeDOaSA,DECEASED,NappyFuton15
1483560040,QemExkAiimhIcFcZ,DECEASED,UpbeatFlute78
1483560402,MbYohUdHaKSAfGoe,DECEASED,HunterGames
1483560796,OGRJQLdxkNiLbceH,DECEASED,AblazeSandwich28
1483561274,QUafdFXivnayHLES,DECEASED,jethro
1483561585,UdsNdkzbvEbZBSez,DECEASED,NippyPillbox89
1483562495,lsyGADrWCIJbuBQH,SURVIVED,TightSniper94
1483562599,UpraMEmviWvMqvMH,DECEASED,ouss_Gaiming
1483562825,dGbWVWNSbYoIyiXr,DECEASED,2Kibo
1483563096,PlmYWEphMQGSTzob,DECEASED,JMRC2004
1483563505,qbhHqqhwZlVbadTh,DECEASED,GF|MerleDanger|G
1483563651,LWPTmdzOcnenalUO,DECEASED,THOMASGMAER202
1483564075,ZfoOKPiFZxaGULyW,DECEASED,THOMASGMAER202
1483564364,DiFCNHMwyQfoLWas,DECEASED,monoloco
1483564527,lUeJBJYvqPahOZmM,DECEASED,[azteca]elpromacano
1483564761,jpwDFagucBRwQfTQ,DECEASED,AcidicCreek9
1483565023,diqUhUplpUhRiuzl,DECEASED,v.i.r.u.s.jefe/tasty
1483565934,oYEMXTPgghZPlDWb,SURVIVED,ManiacalCamel37
1483566851,EvPbOkvWgaZeuOTE,SURVIVED,NippyPillbox89
1483567085,EpfevhVqvWoxuVkJ,DECEASED,Evsiz
1483567283,MzkXZHfrbLNSsbov,DECEASED,AblazeSandwich28
1483567439,QTvCzeRZCagVIUNS,DECEASED,AblazeSandwich28
1483567739,EXyKWzshDWQwQRQk,DECEASED,IncrediblePigeon8
1483568473,eLehaSbMFHYovtNF,DECEASED,PremiumNinja99
1483568750,JFcEDkQESjieUSeo,DECEASED,oways
1483569018,hGcnjeHQlNZuHfCY,DECEASED,TheYCGamer
1483569326,OVNtfKOVKdThFwNl,DECEASED,TheYCGamer
1483569756,ZvpNHuPjQRvYlzjR,SURVIVED,RUBERTH
1483569995,jjCfcqScEkdtXRMS,DECEASED,fenix
1483570270,XIyLSZPilflXKNJn,DECEASED,NippyPillbox89
1483570408,DKauhSMCxlNLRWVS,SURVIVED,Turnslut
1483570677,hZdPECcEdWtpSRpn,DECEASED,AblazeSandwich28
1483571183,WtqDHmNdFqUqYoOM,DECEASED,aczino
1483571309,KIHcVcJiXpIFivqz,DECEASED,oways
1483571451,hoNmNYstipAeMaWr,DECEASED,LewdLeg57
1483571625,wvpYohQGLBJkWsbR,SURVIVED,[azteca]elpromacano
1483571774,cMTSlvjahYBqxByS,DECEASED,[azteca]elpromacano
1483572271,TgvMVAuJlekXcJPo,DECEASED,[RB]YEREMY[RB]
1483572404,LtOyeMftbzLhQgxy,SURVIVED,Mr.VicStar
1483572559,RjWqrTONNQvXvkdj,DECEASED,AblazeSandwich28
1483572880,SkHbonuhRDkMpKUQ,DECEASED,[RB]YEREMY[RB]
1483573431,QTkAFPvPxzJzyYHR,DECEASED,v.i.r.u.s.jefe/tasty
1483573566,sZVzoAFXpPxMrPno,DECEASED,juanbj
1483573753,vxmvYIifTyDixxUY,DECEASED,Mr.VicStar
1483574616,oLNhfyGeWTWjtcfG,SURVIVED,CUCO
1483575112,OPnBptxQVCReRueq,DECEASED,JuanDavid
1483575212,xhesJVVKJPmIyhct,DECEASED,CruelHotdog39
1483575276,edxYxlCxcbzWeYxI,SURVIVED,CruelHotdog39
1483575433,zCABcvSSsHOgXNyV,DECEASED,bandan
1483575650,WMSQaxKYEXQgwEOm,DECEASED,Evsiz
1483576212,aVcXUclQlaCmVdpJ,DECEASED,CruelHotdog39
1483577102,uSBLDufRYieCUbUz,SURVIVED,CreepyChalk92
1483577506,RVYTDJPWVKSTcqXI,SURVIVED,General
1483578335,tqkZrNjBfnXeNLrI,DECEASED,Evsiz
1483578593,lgHuiZAiAjIDIXbN,DECEASED,HellishArmchair34
1483579467,WsFGtWoENvYSPCsx,SURVIVED,CruelHotdog39
1483579830,jDvbkEfBQngPrMHT,DECEASED,General
1483580469,vVgpEIfbSyynxsBw,DECEASED,AdjoiningRaccoon57
1483580727,pgemhtwoEIEYlbpt,DECEASED,Evsiz
1483581350,AXCuNasAtzuxBFJk,DECEASED,UnnaturalBlossom33
1483581611,FbwXGqltpENIlkbX,SURVIVED,ixzyIV-
1483581735,wJHcFWyKpekAthHf,DECEASED,Evsiz
1483581906,bYJDZTzzowMwvyLA,DECEASED,General
1483582000,vBjxMWDDgDkYJpVg,DECEASED,LegomawMaster564
1483582496,ZzgLwVuJSpaUokTj,DECEASED,UnnaturalBlossom33
1483582759,YjEZeZtLizbwcOIj,DECEASED,toreto
1483582810,sWFQNBBfowQGAArq,SURVIVED,ArtiogoX
1483583176,soSNlPNZKwRrDzEt,DECEASED,FabulousEyeball6
1483583585,SbhPeyiFbFcNjvWe,DECEASED,toreto
1483584499,xRpmRYwBHEIJrwNS,SURVIVED,FANTA
1483584942,GIkSdZVIhbdOmwEJ,SURVIVED,EruckhCrazy
1483585158,BmSgWkhSJGYZFlcj,DECEASED,toreto
1483585507,IkFlApQXpJXDJUyt,DECEASED,FabulousEyeball6
1483585884,mYQtnjsEKCYFgmXy,DECEASED,WanderingLake95
1483586083,kXzZargWAgPqMtwM,DECEASED,$vitexd
1483586349,YdKdREutIbWSXjUJ,DECEASED,toreto
1483586408,HAXMKyizRRosZoZj,SURVIVED,ArtiogoX
1483586978,cwEWPtLNkdNATHQl,DECEASED,HellishArmchair34
1483587239,QzJAcZkIMHkxvgIx,DECEASED,toreto
1483587537,lxwpXIJyVOESxpho,DECEASED,(AOD)P4N4D3R0
1483587781,ykIyqQiEFVoGXmpM,DECEASED,LegomawMaster564
1483588034,EJFMbsTSJxkqNJjd,DECEASED,NebulousHouseboat17
1483588949,yCHKoPhbVmVFtXEc,DECEASED,EruckhCrazy
1483589094,nLIpzYtfzJKvRdqp,DECEASED,ArtiogoX
1483589240,peIyyGbohmztmJCD,DECEASED,toreto
1483589696,cRqqZUDrplqrCMxJ,DECEASED,"~>#Xic/\"
1483590389,NolnIyxgOSnIosth,SURVIVED,toreto
1483590871,PxfxJynUvQeOhTde,DECEASED,LoosePony55
1483595721,KBzghrtdDkAYDkzC,SURVIVED,Alibek2005
1483596522,txQXyjwxfzUNrrNv,SURVIVED,KAZAKHSTAN
1483597375,JFZGLnYZboREmkjF,SURVIVED,ZISMAI_KZ_LIKE
1483599383,XkVnEDpzBOwcETTQ,SURVIVED,KAZAKHSTAN
1483599806,mSXBfDXTYFFneGPT,DECEASED,KAZAKHSTAN
1483600022,SjGYdiJbZuDHoOoD,SURVIVED,#OOFFFF[MAFIA]NaPnEvMe
1483600253,gAkNUTrGYCMrYmaK,SURVIVED,ZISMAI_KZ_LIKE
1483600417,CNYmQTGvYrnzaySt,SURVIVED,PluckySibling23
1483600935,BkiQavkpaidNlcya,DECEASED,ZISMAI_KZ_LIKE
1483601129,IZapKdlADbodSNgX,DECEASED,ZISMAI_KZ_LIKE
1483601683,hzKXYFCORnPeYhtc,DECEASED,KAZAKHSTAN
1483601862,cXucRasVisyWhvop,DECEASED,ZISMAI_KZ_LIKE
1483602049,XkQHLAUMXMKQDIIK,DECEASED,KAZAKHSTAN
1483602571,kTKZHLuhIvGeEjzQ,DECEASED,PluckySibling23
1483603472,FBMxsfEkvhfTpPNo,SURVIVED,GleamingShofar13
1483603725,QkmJYOyxbZVgFVXm,DECEASED,ClammySectional58
1483604357,HmqezpIvTzyxkOus,DECEASED,KAZAKHSTAN
1483604520,ZLmYdvKOiuqNUDHn,DECEASED,ClammySectional58
1483604604,JkUTAFgREyPRTGDo,DECEASED,KAZAKHSTAN
1483604669,tHLgkEvPZOjvipCo,SURVIVED,_SkyWarsBoy_
1483604817,AEhWmifeAKelfvNK,DECEASED,KAZAKHSTAN
1483605717,qEZIkZILWgYIzUdj,SURVIVED,KAZAKHSTAN
1483606156,jOmHEXqbWjOOZfAS,SURVIVED,niki
1483606543,VEMbmqfQTjrAtIez,SURVIVED,KAZAKHSTAN
1483606976,XaiFXndnUvVarMxF,DECEASED,KAZAKHSTAN
1483607801,uwOKHljvmlXxtYkE,SURVIVED,walter1985
1483608049,DucDxneffCvvDZFT,DECEASED,TrickyCandy23
1483608537,zyIXPiRqPYtTeEQr,DECEASED,TrickyCandy23
1483609416,yhibjoopnNpmdfqr,SURVIVED,FanaticalFerret2
1483609928,bxUTeQrTMaDeVLAU,DECEASED,VariousLake63
1483610564,ClnYGkOJOfoVqWZK,DECEASED,PainfulEstuary88
1483610735,UZrhBwKXQxJHbaUj,SURVIVED,PainfulEstuary88
1483610937,lDrVdzYlHzSKEPrJ,DECEASED,The_Killer(Z.3)
1483611816,QKipHJefjOQjAuZQ,SURVIVED,[007]Erbol
1483612329,WFoLOQgPsIjvbjux,DECEASED,PainfulEstuary88
1483612945,NirKHIYurUUGQvMh,SURVIVED,[007]Erbol
1483613134,KZWzJpRvjnUZIBag,DECEASED,dzaurov_06
1483613404,PVBcqqSqeYiNcLTL,DECEASED,[W]HarleyQuinn
1483614297,wjfCNrqVOlqaHnHa,DECEASED,Joludiq
1483614718,qjOLRgTEnGhePpNz,DECEASED,KAZAKHSTAN
1483615533,FDpunppdibaJWAVu,DECEASED,KAZAKHSTAN
1483616053,QLYIdMtEWTugEWJH,DECEASED,Eslam_Mohamed10055
1483616238,lsEfDpmiDNLoFAFA,DECEASED,Joludiq
1483616600,bnOgjWWxjbcCeJsQ,DECEASED,KAZAKHSTAN
1483616850,yrEsrtDxXwRyVxPF,DECEASED,Joludiq
1483617778,IkmUbJlMMxRXhJLf,SURVIVED,Eslam_Mohamed10055
1483618196,GjvjXvwKccULRNwZ,DECEASED,Joludiq
1483618740,bhuZdzybOnkWGeoI,DECEASED,ThinkableThrone82
1483619376,EZxaYOxLhwBoLWWD,DECEASED,ThinkableThrone82
1483619599,oUmRgajPguxvjsfG,DECEASED,2Kibo
1483620199,kFVoyDGgpclcOcOV,DECEASED,ThinkableThrone82
1483620424,pfnMnIVChYKsEXWY,DECEASED,MarkedTripod33
1483621071,AfsPcOhJkuPdvoay,DECEASED,dzaurov_06
1483621399,oImjjfRTvgMLWkqU,DECEASED,2Kibo
1483621891,jGcdmsnaLxfHDZEe,DECEASED,ThinkableThrone82
1483622349,DRfCbusmlahzlHVF,DECEASED,GF|DixonDanger|G
1483622515,KgejNbgFnYPTPOIu,DECEASED,BrownIn-laws15
1483622632,MYfXOKMNloFaEDeY,SURVIVED,Eslam_Mohamed10055
1483622778,NEoGSAgffPeVcdbr,DECEASED,BrownIn-laws15
1483622909,NwvlfMnNIRVWqebE,DECEASED,osman
1483623762,qbkMcsWmVRIpHunN,DECEASED,MrJohn
1483624303,pZopOUmqhFrOEZcV,DECEASED,555
1483624627,fGUuiwGLQdHuLQHZ,DECEASED,UnableTree85
1483624979,bqRWVpdTVZtWSogK,DECEASED,2Kibo
1483625316,sjDNhjFjBzEVUOlo,DECEASED,ScuttleFish
1483625648,NhDFHdesMEOQRktC,DECEASED,mohamed.achraf
1483625781,lCEVcxlbWooYmMnh,DECEASED,{&&}accionClan
1483626210,bOiAVNlAawEIjnlM,DECEASED,PluckyCat42
1483626449,BEGUeoYCGRBCBGIp,DECEASED,|PSZ|Angelika
1483626585,DvKuRIzGhYwdEwyU,DECEASED,Rafaela
1483626904,ISqQQyJTZYDSfTZy,DECEASED,ouss_Gaiming
1483627354,wOXeacLQMmmxZZkn,DECEASED,SpookyLimo87
1483628267,yvuqzqbmBFLUyNWE,SURVIVED,.l.
1483628424,xFPnfpHnrGqHRkxM,DECEASED,ScuttleFish
1483628671,qMJOwOuBSLwqxELb,DECEASED,mohamed.achraf
1483629568,fWorKOOmFeRmOizE,SURVIVED,SpookyLimo87
1483629705,GZxxhqcIhXHUTppv,DECEASED,UnableTree85
1483629858,TekLlxxYHLzusBsA,DECEASED,MDan
1483630235,SGauYIxKnTqTFWYP,DECEASED,VariousLake63
1483630903,cnvMFSOfPFfVdMso,DECEASED,gugu
1483631086,ltwQQvPnjVgDUpLg,DECEASED,Andy_Max_Sky
1483631149,hAzajOKSceiUfFSt,DECEASED,ThinGnu98
1483631405,RPjQOYfWwgGEAcoE,DECEASED,R1-one
1483631762,rTtmAiCPwpzytnVd,DECEASED,xMassFsN
1483632089,NFpwMMxSjyoZuyTH,DECEASED,VariousLake63
1483632257,auoeqsVnKTTLrQrM,DECEASED,mr_kazah
1483632684,dLozekYSfORSCnBc,DECEASED,[007]Erbol
1483632842,RsLDAZMdaEiBmYQI,SURVIVED,2Kibo
1483632990,jpCtYEYSAYaIOtME,DECEASED,niki
1483633244,NUYrEMKGIiufVPhA,DECEASED,LongingMiter73
1483633510,FmiAtKuAecMbbwEc,DECEASED,k1LL3r*
1483633699,uBlLOwBfyWejMUXb,DECEASED,By_KloneB@DGuY
1483634004,UrvrTaarKCOvTNIr,DECEASED,Foxy
1483634106,AxzvBooFuLZjkWJm,DECEASED,shahriar
1483634338,RzjoHZXjBouKjIDq,DECEASED,AblazeSandwich28
1483634713,QaVVcSJuGykOEWmW,DECEASED,Luter11
1483634886,XGZrayUvFGlvaeMp,DECEASED,ERFAN
1483635121,yGXuTVSdprspvAxL,DECEASED,HellishArmchair34
1483635267,SvzRkzcbYbVSstZL,DECEASED,virus|tasty
1483635733,XxThZlWpkmLhbUIO,DECEASED,No_OnE_CaN
1483636072,byPDnWlspTVPDpOV,DECEASED,BerSeck
1483636184,VPbiPNdGMZGUvKFS,DECEASED,PluckySibling23
1483636291,BZIvtnGPEkTBLIyf,DECEASED,MitakaMDF
1483636670,fyhdgQJBSiJdzgVy,DECEASED,AblazeSandwich28
1483637111,wAGPlwbnywAmwYdN,DECEASED,virus|tasty
1483637814,RbsGstdgtKRiEgGq,DECEASED,NozExt
1483637956,SxJSGwGQJwaJShkV,DECEASED,UnnaturalBlossom33
1483638316,PFOiKPbgmsLfHEEp,DECEASED,parabellum
1483638693,gsAYJgBsAhKWXUFU,DECEASED,General
1483638769,ZMqChFKfoHytrxre,DECEASED,TastyTroop32
1483639683,TXftHxQQmBTfbQdi,SURVIVED,VadGo
1483640108,fEftNVNtPEmsQgro,DECEASED,GlossyFlashflood76
1483640224,SwjIDpWnysjLjDqy,DECEASED,VerdantPolicecar68
1483641139,yYsTdhTpDHTgKRPa,DECEASED,R1-one
1483641555,DpADptUrPwPuLmhW,DECEASED,dzaurov_06
1483641853,OavUxVJNYczzKCLH,DECEASED,PainfulEstuary88
1483641985,vKRlcoXuTpAtVQRW,DECEASED,toreto
1483642247,tSZJVICycNUAkLPS,DECEASED,toreto
1483642579,LpRbeDHgjOtPxSee,DECEASED,shahriar
1483643475,dAvUJUDpHcCawaUE,SURVIVED,TabooConvict39
1483644407,FPRxNmvWLZySXUNi,SURVIVED,PiratGaming(Dz)
1483645059,olbryXEAqnXQgCFG,DECEASED,VictoriousSunlamp62
1483645382,AHhtJYNexZdxUowM,DECEASED,didin1
1483645835,ildIlsafOPWTfsMZ,DECEASED,toreto
1483646730,xvDbzHekltsvyNoM,DECEASED,EfficientDrifter17
1483646920,VIHsHxbjhhAHxhXF,DECEASED,toreto
1483647122,BXlJgQBxzrAsOlTK,DECEASED,LOVER-----boy----yash
1483647359,xrKGsuBfqmimRXFD,DECEASED,toreto
1483647674,aIOoDXIisUpPDjzt,DECEASED,[Agent]Sr.Bolitas
1483647854,IglOFEBFxkwyOfUc,DECEASED,[Agent]Sr.Bolitas
1483648261,poLmUDFIjQIFQvWd,DECEASED,toreto
1483648900,yMEHzCAqPygwogEH,DECEASED,VictoriousSunlamp62
1483649315,GwGpdPXQZtVztjam,DECEASED,gugu
1483649470,rnADMEqzMSLGJIfS,DECEASED,[1%]Kaislikko
1483649880,ameyJdAZVYwYIpjn,DECEASED,[Agent]Sr.Bolitas
1483650788,YYKSfokBmPQqPLra,SURVIVED,SaMY
1483651166,jjLJhzGGcNjbeTfQ,DECEASED,IncrediblePigeon8
1483651375,koGgjsPRnzpSMnpn,DECEASED,Leon
1483651620,NysxVgGEsBOQMGUX,DECEASED,Evsiz
1483651805,XMAbROJNJjiNjTch,DECEASED,toreto
1483652714,iMGsbnVFDYLrZPrQ,SURVIVED,Estifler_baby
1483652856,GmxNTyCWEAlrtoyY,DECEASED,AblazeSandwich28
1483653360,hzEpIaahoyZVWMvT,DECEASED,ouss_Gaiming
1483653577,xgdNCzxPYzaKvSkr,DECEASED,Leon
1483653927,HqyhnDVObZisENpA,DECEASED,toreto
1483653976,DxabqkwODBiCGIcd,SURVIVED,LOVER-----boy----yash
1483654057,BzjlmyjMbctrgtWs,DECEASED,HOSHI
1483654234,fFLDExwuSZvwglJU,DECEASED,Estifler_baby
1483654364,QRnpvxTrwJmiosqZ,DECEASED,VictoriousSunlamp62
1483654518,XaMSTTTSPyfKcHTh,DECEASED,MrJohn
1483654738,RqcbcJVMkHqnpMdP,DECEASED,[Agent]Sr.Bolitas
1483654967,ZeNrYCJIOvmWYXYr,DECEASED,Thenick145
1483655808,KLQyKsDPOsZzkpyD,SURVIVED,Crystal
1483656038,MADQyuVbVDjpckge,DECEASED,[Agent]Sr.Bolitas
1483656186,nxJovSpkTSIXzRyD,DECEASED,WanderingLake95
1483656424,hMqYgZEEvAsLXnpI,DECEASED,Crystal
1483656686,HIVMZQtlnQvQxEMt,DECEASED,WanderingLake95
1483656822,JcYDXEcBTFvLXgvU,DECEASED,Thenick145
1483657219,yIeKBXrUjidSlHjj,DECEASED,WanderingLake95
1483657416,jboXuJCkxbgqaNjK,DECEASED,Thenick145
1483657663,VDeZIssAEhfwlLeu,DECEASED,toreto
1483657866,xvZewmlpQrNSLaUG,DECEASED,Leon
1483658042,bHVwADRpvOkyAWXt,DECEASED,Angel123
1483658638,glgWdlVKqDFlegMb,DECEASED,Angel123
1483658783,dnzWbcTLsDayVJaF,DECEASED,tumadrina
1483659098,SCRJFDOsPRcLiQAe,DECEASED,EruckhCrazy
1483659245,jZotVWzxilBLWqKC,DECEASED,oways
1483659962,dIkcQaPQnlLsyWDB,DECEASED,SaMY
1483660747,DsQLeSPDQcQHzKFn,DECEASED,|AoD|Zed
1483661007,nGMwceBTKzSboTST,DECEASED,Ale
1483661718,kXJrTlBGqLrLJviH,DECEASED,batuca
1483662636,feflUfXHkyoppOpj,SURVIVED,jethro
1483663542,ZTscoUeUqlDepTPX,SURVIVED,LovingBus48
1483663712,UyFfEPdcuLzkYsPI,DECEASED,MrJohn
1483664626,XNtYVvMrrlsMHUct,SURVIVED,(^_^)YEREMY(^_^)
1483665537,lGZKuCZxaKLrrhlM,SURVIVED,JuanDavid
1483666375,EwTOKVgXixpvIvfg,DECEASED,HomelyClouds68
1483667276,sHubeUfTNtMTwstP,SURVIVED,CruelHotdog39
1483667466,bzCwjZhZhyGkBhdT,DECEASED,[Agent]Sr.Bolitas
1483667646,EzmXdWJMkGCuPsTf,DECEASED,[Agent]Sr.Bolitas
1483667972,rfKYOcvYQgPzBJcp,DECEASED,HellishArmchair34
1483668208,NiLCfyOTLRkWmGwZ,DECEASED,RedSpine19
1483668522,ffqvQCQzZxtrVDoO,DECEASED,el_capo
1483668808,wRvLrYJKBkddmfJa,SURVIVED,VivaciousHip59
1483669652,AhtmmoArosHPjRFj,SURVIVED,InV0KeR
1483670129,nkGVbxRCTwnRZIht,DECEASED,HurriedClavier45
1483670376,cPisRLadDOCpKycm,DECEASED,Negro
1483670500,aKVLQWwkEXxcOuRc,DECEASED,HurriedClavier45
1483671266,TdOUYNJWbLyiJXTh,DECEASED,RedSpine19
1483671521,HsvfQcpDueVofWVx,DECEASED,toreto
1483672007,nKujzTaPkSmipiva,DECEASED,EightPolenta91
1483672323,oNsDAlcwSJwznBWV,DECEASED,SteadfastBirdbath35
1483673189,lzOknMHEBjiWxgNW,SURVIVED,KENUNICO-XBOX
1483673400,dueSCsYuVmTaNCCd,DECEASED,EightPolenta91
1483674274,QXoQcrqmGhLHHSYl,SURVIVED,nicko
1483674615,wYkciZNPVBuXdHHd,DECEASED,EightPolenta91
1483675498,UwIWNefacfbboqzD,SURVIVED,ElDiabloMasPuroDeLaNew
1483675909,kEQLjYDyUEtoubND,DECEASED,GlamorousBalaclava14
1483676504,bldvtXWloqHXHMOB,DECEASED,RedSpine19
1483677409,VrhUoZQMOBocDXOq,SURVIVED,Andy_Max_Sky
1483678215,qOdZWWzFLLTmLnOf,DECEASED,AbrasiveGaur42
1483678357,gFpiINTBZEKnFILQ,SURVIVED,AccidentalFigurine74
1483679294,DVJFZyLDwHmtYlYt,SURVIVED,NebulousHouseboat17
1483679696,IDuXVYYLoWsVjIWj,DECEASED,k1LL3r*
1483680364,oimtMrueDmIuLxkl,DECEASED,pissaman
1483681237,VvqLHegocssPCcMp,SURVIVED,RaulPlay12
1483681671,grUSQgwMKZVkfgRQ,DECEASED,HellishArmchair34
1483682192,zxuPoOTiTCiQDFEb,DECEASED,SteadfastBirdbath35
1483682553,dqErwoxhRbttpSIC,DECEASED,k1LL3r*
1483683452,lzCtZGNtAPArmcEC,SURVIVED,[KOMBO]MegaIlya
1483684384,XoleUUrwxrJULKeC,SURVIVED,thelastvison
1483684991,ytmHxTyACEAImuCQ,DECEASED,KAZAKHSTAN
1483685871,zTaegxQKgGkNRxQt,SURVIVED,NaughtyRiver68
1483686654,VRbUxkZDOhxGgnYR,DECEASED,LOVER-----boy----yash
1483686900,vsgrzvRWMuhlWvGe,DECEASED,EmptinessSaMY2
1483687127,YfnTqVdnzuleCzyz,DECEASED,KAZAKHSTAN
1483687273,rsBGKpWurYMBuZsP,DECEASED,VictoriousSunlamp62
1483687553,BcJfuvrbcnfpBbqB,DECEASED,GleamingShofar13
1483687738,uDtLvXccbnYHMRoP,DECEASED,GleamingShofar13
1483687966,FYYbSQABOXIoTSjt,DECEASED,VictoriousSunlamp62
1483688169,yDObPOaobFlibrAF,DECEASED,VictoriousSunlamp62
1483688615,pGVkajnCrkjpMQMG,DECEASED,EatableGladiator71
1483688737,aPafHfnIRbUjCRSY,SURVIVED,EatableGladiator71
1483689357,EEFRlSkyPHmFYDvX,DECEASED,VictoriousSunlamp62
1483689549,linXyPqAIHDatsiF,DECEASED,_SkyWarsBoy_
1483689750,JloopNQpOylbZnir,DECEASED,GleamingShofar13
1483689968,CMFcWlOGjZaQAlWe,DECEASED,DrunkOmelete
1483690089,nsiDJfLJaGgDzosh,SURVIVED,KAZAKHSTAN
1483690925,TKGuhaWzwaEuIdqb,DECEASED,KAZAKHSTAN
1483691622,PmbRTmNWIGKqoqBf,DECEASED,KAZAKHSTAN
1483692539,iONJOtMKOIdaVeJX,DECEASED,SecretVicuna48
1483692908,VFKfcNQHIHcmPcGh,DECEASED,DustyHighseat10
1483693346,ykWGxgLvrJFBjHRi,SURVIVED,MitakaMDF
1483693587,KFJcmDVSAGGiGsQF,DECEASED,FK|HAYPOVIY.
1483693690,YUIBwWdtKdqVRPWh,DECEASED,StrongPluto65
1483693771,xMWPgIYEsGjGEceN,DECEASED,Mr.Helicoptor
1483693850,GGEIRruVNNqMOpVL,DECEASED,(cop)bossnukeyt
1483694753,WcfsiPvHgduBdQfa,DECEASED,NebulousHouseboat17
1483695103,NIXaNZXJyuXPWxKt,DECEASED,MellowSpecialist98
1483695869,hhUxyhWuIYqfJOQX,DECEASED,Joludiq
1483696759,KPAXkxZjIDnHEIJH,DECEASED,ThinkableThrone82
1483697673,vzIqqnPBwKKEsNkg,SURVIVED,dzaurov_06
1483697855,iDNVSnpjOOXaUgCr,DECEASED,MellowSpecialist98
1483698180,zeSFAxZymoxuYYrr,DECEASED,RISHI51
1483698358,ejwsEjagNTipuVcI,DECEASED,RISHI51
1483698459,dyojkVQRVKKZpLhF,DECEASED,ThinGnu98
1483699051,gtyqIQFwEecpEPDw,DECEASED,RoomySubway42
1483699240,wfNOeQEDfpBHWAcx,DECEASED,Dauren_kz
1483699616,appDJjDQuTdUjlAD,DECEASED,Alexandru_Gabriel
1483699960,NkBJQGgJwNovwlYQ,DECEASED,BOS_AZAZA
1483700041,eJGpBRKKHKVMhYhO,DECEASED,gugu
1483700162,PTfMYylRFqLUQefY,DECEASED,Mulox
1483700814,oPOiSVDtzOWtmiWU,DECEASED,RoomySubway42
1483701118,AcqjdqxVSGmQvmJJ,DECEASED,ShrillSandbar66
1483701371,cQZmLHPfXfHvHXuK,DECEASED,VadGo
1483701834,pBORAxLXlqvnQVjV,DECEASED,ShrillSandbar66
1483702163,gJzPhajBsSrWSNQF,DECEASED,RoomySubway42
1483702375,aeeulEWkADOXuJQa,DECEASED,Mulox
1483702456,DmXSWHKdhQJzKOna,DECEASED,ShrillSandbar66
1483702870,MzWcTlRhrZpjvuGl,DECEASED,VadGo
1483703222,cvNyeouWOddQjcjk,DECEASED,[DAVIDICH]BMW_M5_TEN
1483703806,PCWGhkvcBvECSYLg,DECEASED,VadGo
1483704228,OQrbGlvhNvrDWpoz,SURVIVED,MedicalFugitive68
1483705153,KWWuaxInmVZXmhOk,SURVIVED,[Muhannad]
1483705447,IEvtXPDFpAlwOxFr,DECEASED,VadGo
1483705629,xccDKxZNBscriiek,DECEASED,RightfulCougar65
1483705865,vIdijjYVIcEojoym,DECEASED,RoomySubway42
1483705979,RSXZFeclJJiODokQ,DECEASED,fathyking
1483706196,EwPTWgoRltIRTHtc,DECEASED,Kingpool
1483706365,geZrlsIloSowfqzW,DECEASED,TellingCockroach60
1483706602,ZihBEJEAaQxyJNuG,DECEASED,#ReDV!RuS
1483706688,qypWEuWHmsOUEkoL,DECEASED,ghaith.ghassene
1483707317,atRCvftluTxZvwqN,DECEASED,PandaPlayer020
1483707749,uAWMgyZOtXsTNACG,SURVIVED,MedicalFugitive68
1483708548,gpKdheRNVbqQjoMy,DECEASED,#ReDV!RuS
1483709225,GBQmrGEqjfxlkhju,DECEASED,MeekTiger18
1483709393,FFlZyVORMhbJKCWB,SURVIVED,VadGo
1483710125,xINnrRbXKgroASmt,DECEASED,By_KloneB@DGuY
